T	a2
 1.93368	-0.10056
 1.93368	-0.14321
 1.93368	-0.14321
 1.93368	-0.14421
 1.93368	-0.13448
 1.93368	-0.14945
 1.93368	-0.14945
 1.93368	-0.12412
 1.93368	-0.12412
 1.93368	-0.08396
 1.93368	-0.12112
 1.93368	-0.12112
 1.93368	-0.12112
 1.93368	-0.12112
 1.93368	-0.12782
 1.93368	-0.12693
 1.93368	-0.12367
 1.93368	-0.12367
 1.93368	-0.12367
 1.93368	-0.11122
 1.93368	-0.19815
 1.93368	-0.19815
 1.93368	-0.15401
 1.93368	-0.15401
 1.93368	-0.08237
 1.93368	-0.08237
 1.93368	-0.08041
 1.93368	-0.08041
 1.93368	-0.08041
 1.93368	-0.08041
 1.93368	-0.08041
 1.93368	-0.08041
 1.93368	-0.08041
 1.93368	-0.08041
 1.93368	-0.08041
 1.93368	-0.08041
 1.93368	-0.08041
 1.93368	-0.08041
 1.93368	-0.08041
 1.93368	-0.08041
 1.93368	-0.08041
 1.93368	-0.07878
 1.93368	-0.08767
 1.93368	-0.13633
 1.93368	-0.13633
 1.93368	-0.17464
 1.93368	-0.17493
 1.93368	-0.17493
 1.93368	-0.17665
 1.93368	-0.17648
 1.93368	-0.17190
 1.93368	-0.17084
 1.93368	-0.17084
 1.93368	-0.14077
 1.93368	-0.13544
 1.93368	-0.13544
 1.93368	-0.14063
 1.93368	-0.14063
 1.93368	-0.14195
 1.93368	-0.16163
 1.93368	-0.15637
 1.93368	-0.07419
 1.93368	-0.06709
 1.93368	-0.04645
 1.93368	-0.05038
 1.93368	-0.06935
 1.93368	-0.06935
 1.93368	-0.04367
 1.93368	-0.04276
 1.93368	-0.04482
 1.93368	-0.04482
 1.93368	-0.04482
 1.93368	-0.06798
 1.93368	-0.08062
 1.93368	-0.08062
 1.93368	-0.07573
 1.93368	-0.07630
 1.93368	-0.07630
 1.93368	-0.07630
 1.93368	 0.11089
 1.93368	 0.11089
 1.93368	 0.11089
 1.93368	 0.11089
 1.93368	 0.06200
 1.93368	 0.06200
 1.93368	-0.07905
 1.93368	-0.08908
 1.93368	-0.08908
 1.93368	-0.08908
 1.93368	-0.08908
 1.93368	-0.08908
 1.93368	-0.08908
 1.93368	-0.08908
 1.93368	-0.08908
 1.93368	-0.08908
 1.93368	-0.05335
 1.93368	-0.05335
 1.93368	-0.02122
 1.93368	-0.02122
 1.93368	-0.02122
 1.93368	-0.03145
 1.93368	-0.03460
 1.93368	-0.03460
 1.93368	-0.03565
 1.93368	-0.03565
 1.93368	 0.07006
 1.93368	 0.07006
 1.93368	 0.06967
 1.93368	 0.06967
 1.93368	 0.06967
 1.93368	 0.06893
 1.93368	 0.06893
 1.93368	 0.06893
 1.93368	 0.06893
 1.93368	 0.11063
 1.93368	 0.11063
 1.93368	 0.11063
 1.93368	 0.11688
 1.93368	 0.11688
 1.93368	 0.11688
 1.93368	 0.11688
 1.93368	 0.11688
 1.93368	 0.11688
 1.93368	 0.07906
 1.93368	 0.07906
 1.93368	 0.10778
 1.93368	 0.10778
 1.93368	 0.10778
 1.93368	 0.10470
 1.93368	 0.11212
 1.93368	 0.10889
 1.93368	 0.00801
 1.93368	 0.00674
 1.93368	 0.00674
 1.93368	 0.00080
 1.93368	-0.00346
 1.93368	-0.02805
 1.93368	-0.02805
 1.93368	-0.02651
 1.93368	-0.02651
 1.93368	-0.02651
 1.93368	-0.02651
 1.93368	-0.02651
 1.93368	-0.02651
 1.93368	-0.02144
 1.93368	-0.04076
 1.93368	-0.04076
 1.93368	-0.04076
 1.93368	-0.04076
 1.93368	-0.04158
 1.93368	-0.01097
 1.93368	-0.01058
 1.93368	-0.01058
 1.93368	-0.01058
 1.93368	-0.02129
 1.93368	-0.02712
 1.93368	-0.02712
 1.93368	-0.02712
 1.93368	-0.02790
 1.93368	-0.02790
 1.93368	-0.03095
 1.93368	-0.03095
 1.93368	-0.03095
 1.93368	-0.03095
 1.93368	 0.07542
 1.93368	 0.09126
 1.93368	 0.09126
 1.93368	 0.09196
 1.93368	 0.08148
 1.93368	 0.08148
